Target Word,Stem,Correct_Response,Response_B,Response_C,Response_D
ultrasound,The veterinarian performed an ULTRASOUND to diagnose the abdominal swelling in the pet.,imaging,injection,surgery,medication
ultrasound,The technician explained that the ULTRASOUND would be painless and would take only a few minutes.,scan,treatment,experiment,interruption
astrologist,The ASTROLOGIST predicted that Mercury's retrograde would bring challenges in communication.,predictor,astronomer,biologist,historian
astrologist,She consulted an ASTROLOGIST to determine the best day to launch her new business.,fortune teller,philosopher,chemist,economist
astrologist,The ASTROLOGIST explained how each zodiac sign is influenced by the movements of the planets.,horoscopist,geologist,physicist,mathematician
tromp,The children decided to TROMP through the muddy field rather than take the path.,trudge,skip,fly,leap
tromp,"With determination, the hiker continued to TROMP up the steep mountain trail despite the rain.",plod,dance,breeze,dash
tromp,We could hear the heavy boots TROMP on the wooden floor as he approached.,stomp,whisper,glide,tiptoe
untwine,"After several minutes, I was finally able to UNTWINED the tangled wires.",unravel,repair,stretch,cut
untwine,She tried to UNTWINED her hair from the knots caused by the strong wind.,disentangle,shorten,wash,color
untwine,The gardener had to UNTWINED the ivy that had grown around the fence posts.,separate,water,trim,strengthen
evaluator,The company hired an EVALUATOR to assess the current efficiency of its operations.,assessor,advocate,competitor,distributor
evaluator,"As an EVALUATOR, it was her job to determine the fairness of the examination process.",judge,employee,participant,director
evaluator,The EVALUATOR provided a detailed report on the strengths and weaknesses of the new software.,appraiser,developer,technician,adviser
broadside,"The politician launched a BROADSIDE against his opponent during the debate, criticizing his policies harshly.",attack,compliment,endorsement,suggestion
broadside,The newspaper published a BROADSIDE that condemned the new government policy in a scathing editorial.,criticism,advertisement,support,report
broadside,"The captain ordered a BROADSIDE, and the cannons fired simultaneously at the enemy ship.",volley,retreat,dialogue,celebration
inflow,The company experienced a sudden INFLOW of capital after the successful product launch.,influx,decline,departure,production
inflow,The INFLOW of tourists during the holiday season greatly boosts the local economy.,influx,absence,reduction,emission
inflow,The INFLOW of data from the new sensors allowed the scientists to make more accurate predictions.,influx,output,loss,break
rigorous,The professor’s RIGOROUS grading policy ensured that only the most diligent students could excel in his class.,strict,lenient,lazy,fair
rigorous,The athlete followed a RIGOROUS training schedule to prepare for the championship.,demanding,relaxed,enjoyable,spontaneous
rigorous,The scientific experiment had to undergo a RIGOROUS review process before the results could be published.,thorough,casual,brief,superficial
proficient,Jane has become quite PROFICIENT at playing the piano after years of practice.,skilled,interested,diligent,casual
proficient,The job requires someone who is PROFICIENT in using various computer software programs.,competent,eager,curious,hesitant
proficient,"As a PROFICIENT chef, Mark was able to create complex dishes with ease.",expert,beginner,amateur,relaxed
radioactive,The scientists had to wear protective gear when handling the RADIOACTIVE substance.,hazardous,nutritious,elegant,lightweight
radioactive,The cleanup crew was tasked with removing RADIOACTIVE waste from the site.,toxic,recyclable,fragrant,sensible
radioactive,"After the explosion, the area became highly RADIOACTIVE, and people were evacuated immediately.",contaminated,decorative,potable,edible
scrambler,The chef used a SCRAMBLER to whip the eggs into a fluffy mixture for the omelet.,whisk,blender,fork,knife
scrambler,"During the race, the biker relied on his old SCRAMBLER to navigate the tough terrain.",motorcycle,bicycle,scooter,car
scrambler,"To protect our communications, we used a sophisticated SCRAMBLER to ensure the message was encrypted.",encoder,transmitter,decoder,receiver
bridegroom,The BRIDEGROOM was nervously waiting at the altar for his bride.,groom,best man,usher,minister
bridegroom,The ceremony was delayed because the BRIDEGROOM had forgotten the wedding rings.,groom,officiant,photographer,guest
bridegroom,The BRIDEGROOM gave a heartfelt speech thanking everyone for coming to the wedding.,groom,caterer,florist,musician
theorist,"As a renowned THEORIST, Dr. Smith has significantly influenced modern scientific thought.",thinker,practitioner,technician,artist
theorist,The THEORIST developed a new framework that challenges existing ideas in quantum physics.,philosopher,experimenter,observer,technician
theorist,"As a THEORIST, she often publishes papers proposing new mathematical models.",scholar,engineer,traveler,reporter
crux,The CRUX of the debate centered on how to allocate limited resources.,essence,distraction,point,margin
crux,Understanding the CRUX of the issue is key to finding a solution.,core,surface,tangent,shadow
crux,The attorney identified the CRUX of the argument to strengthen the case.,central point,conclusion,diversion,analogy
felony,"Committing a FELONY can result in serious consequences, including long-term imprisonment.",crime,strategy,holiday,event
felony,The suspect was charged with a FELONY after the evidence revealed a major theft.,offense,task,mistake,breakthrough
felony,"Due to his involvement in a FELONY, he lost his right to vote in future elections.",serious crime,argument,activity,opportunity
felony,"Despite her beauty and intelligence, Maria often remained a WALLFLOWER at parties, observing everyone but rarely joining in on the conversations.",bystander,participant,entertainer,dancer
felony,"During the high school dance, John found solace in being a WALLFLOWER, enjoying the music from a corner without feeling the need to be in the spotlight.",observer,performer,leader,singer
felony,"Though she was new to the town and didn't know many people, Anna was comfortable being a WALLFLOWER, mingling occasionally but mainly keeping to herself.",loner,speaker,host,visitor
godsend,The unexpected inheritance proved to be a GODSEND for the struggling family.,blessing,hindrance,annoyance,burden
godsend,Finding a knowledgeable mentor was a GODSEND for her career development.,boon,challenge,setback,nuisance
godsend,The reliable babysitter was an absolute GODSEND for the busy parents.,advantage,distraction,obstacle,difficulty
gowned,The patients were all carefully GOWNED before entering the sterile area of the hospital.,dressed,crowded,sleeping,wandered
gowned,"Each graduate walked proudly across the stage, splendidly GOWNED in their academic regalia.",attired,cheered,disguised,relaxed
gowned,"The actor was elegantly GOWNED for the award ceremony, dazzling everyone on the red carpet.",clothed,entertained,mingled,observed
,,,,,
,,,,,
,,,,,
headmastership,"After years of teaching, Mr. Thompson finally achieved the HEADMASTERSHIP of the prestigious high school.",leadership,scholarship,internship,apprenticeship
headmastership,The school’s success is largely attributed to Dr. Mason’s capable HEADMASTERSHIP.,administration,instruction,collaboration,tradition
headmastership,The HEADMASTERSHIP of Ms. Rivera has brought significant improvements to the academic programs.,direction,construction,preparation,participation
headmastership,The investigation revealed that the supposed philanthropist was actually a HOAXER who deceived everyone.,fraud,donor,volunteer,supporter
headmastership,The online community quickly identified the HOAXER who was spreading false news about the celebrity.,deceiver,follower,fan,journalist
headmastership,The allegations turned out to be the work of a HOAXER trying to cause public panic.,trickster,witness,reporter,analyst
overmatch,"Despite their best efforts, the defending team was clearly OVERMATCHED by the sheer skill and strategy of their opponents.",outclassed,entertained,supported,watched
overmatch,The experienced chess player managed to OVERMATCH all his competitors in the tournament with ease.,defeat,confuse,assist,distract
overmatch,The team of expert lawyers was able to OVERMATCH the prosecution with their extensive knowledge and preparation.,outmaneuver,accompany,inform,exclude
manful,"Despite the intense pressure, he delivered his speech with a MANFUL demeanor.",brave,weak,nervous,indifferent
manful,Her MANFUL efforts to rescue the stranded hikers earned her widespread admiration.,courageous,hesitant,clumsy,small
manful,The soldier showed MANFUL endurance through the harsh conditions of the battlefield.,valiant,apathetic,sluggish,doubtful
manful,She applied an ANTIPERSPIRANT before her workout to stay fresh.,deodorant,perfume,lotion,sunscreen
manful,Using an effective ANTIPERSPIRANT can help reduce sweating and odor.,deodorant,moisturizer,shampoo,conditioner
manful,The new ANTIPERSPIRANT formula promises all-day protection.,deodorant,soap,cream,toothpaste
coarseness,The COARSENESS of the fabric made it uncomfortable to wear.,roughness,softness,colorfulness,elegance
coarseness,Her COARSENESS of speech shocked everyone at the formal event.,rudeness,politeness,eloquence,formality
coarseness,The COARSENESS of the terrain made the hike particularly challenging.,roughness,smoothness,flatness,clarity
pesticide,The farmer applied a PESTICIDE to the crops to protect them from insects.,insecticide,fertilizer,herbicide,preservative
pesticide,"Due to growing concerns about health, many people prefer to buy organic produce that is free from PESTICIDE.",chemicals,nutrients,additives,enhancers
pesticide,The agricultural researcher is testing a new type of PESTICIDE that is supposed to be more environmentally friendly.,insect repellent,soil conditioner,growth regulator,seed protector
determinate,The results of the experiment were surprising and far from being DETERMINATE.,conclusive,confusing,partial,uncertain
determinate,"In mathematics, the outcome of a solved equation is DETERMINATE.",definite,variable,unknown,limited
determinate,"Unlike an open-ended discussion, a debate often leads to a DETERMINATE conclusion.",fixed,ongoing,debatable,interruptive
asset,Beth’s ability to speak multiple languages is a tremendous ASSET to the company.,advantage,obstacle,decoration,habit
asset,The new software will be an ASSET to our productivity and workflow efficiency.,benefit,challenge,suggestion,distraction
asset,His extensive experience in marketing proved to be a valuable ASSET during the project.,resource,liability,opinion,constraint
aghast,Jane was AGHAST when she saw the extensive damage caused by the storm.,shocked,relieved,amused,distracted
aghast,The audience was AGHAST at the magician's final trick.,horrified,entertained,bored,indifferent
aghast,The employees were AGHAST when they learned about the company's sudden closure.,stunned,delighted,indifferent,pleased
taxable,The amount of your annual income that is subject to being TAXABLE will determine how much you owe in taxes.,liable to tax,permissible,negotiable,available
taxable,Donations made to qualified charities are often not considered TAXABLE income.,subject to tax,mandatory,advisable,profitable
taxable,The accountant reviewed the payment to determine whether it should be classified as TAXABLE under current laws.,subject to taxation,exceptional,refundable,conditional
neutron,The scientist explained that the NEUTRON is a subatomic particle found in the nucleus of an atom.,particle,electron,molecule,atom
neutron,"In a typical helium atom, there are two protons, two electrons, and two NEUTRONS.",neutrals,ions,quarks,waves
neutron,"A NEUTRON has no electric charge, which differentiates it from protons and electrons.",particle,atomic,nucleus,ion
featherhead,Julie realized she had been such a FEATHERHEAD when she forgot her keys inside the car.,scatterbrain,genius,scholar,thinker
featherhead,Mark’s friends often called him a FEATHERHEAD because he was always losing track of time.,airhead,perfectionist,mastermind,strategist
featherhead,"Even though Sara was a FEATHERHEAD in school, she had a talent for art that nobody could deny.",fool,genius,intellectual,pundit
adrenaline,"After riding the roller coaster, he felt a rush of ADRENALINE that made him want to go again.",excitement,exhaustion,confusion,hunger
adrenaline,"During the intense game, the players' ADRENALINE levels were at an all-time high, helping them perform better.",energy,fatigue,hesitation,boredom
adrenaline,"The sight of the approaching tornado sent a wave of ADRENALINE through her body, prompting her to seek shelter quickly.",fear,serenity,indifference,confusion
