v1,word,awl,gsl,core_avl,domain_avl,soc,sci,rel,his,med,law,fin,edu,hum,wg,frequency_gsl,complexity_gsl,proximity_gsl,polysemy_gsl,diversity_gsl,frequency_awl,complexity_awl,proximity_awl,polysemy_awl,diversity_awl,frequency_avlds,complexity_avlds,proximity_avlds,polydiv_avlds,missing,ortho_n,phono_n,og_n,old,pld,length,nphon,nsyll,nmorph,log_freq_hal,log_freq_kf,cocazipf,d,zenozipf,subzipf,cd,semd,wordage,freqband,z_sem_prec,wordsmyth_lnapossam,wordnet_lnapossam,word_uk,d_rt_mean,d_accuracy_mean,nmg_accuracy_mean,nmg_rt_mean,z_d_rt,z_d_accuracy,z_nmg_rt,z_nmg_accuracy,blprt,blpzscore,blpaccuracy,bg_mean,closed_class,sfi,lg10cd,lg10wf,word_age,occurtotal,occurnum,freq_pm,aoaknown,aoamean,aoasd,aoa,mrcaoa,frequency,image,dom_pos,bigram,concm,concsd,total_part,percent_known,percent_unknown,gradelevel,meanpctcor,prevalence_uk,prevalence_us,prevalence,prevalence_male,prevalence_female,aca_freq,ratio,disp,range,n_subjects,wffa_missing,_merge,age_band,quantile_aoamean,length2,complex_strata,frequency_strata,polysemy_strata,random_sample,sample_flag,strata,target
240057,nicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9350307,2.5704341,-.69692206,-1.7103168,-1.8316059,-3.3329403,.90183753,-.26293156,-1.2262249,-1.8516495,-2.7763054,1.2972513,-.49864319,-.81833833,46.42857,0,3,0,4.3499999,4.4499998,9,9,4,3,3.4300001,.60206002,1.6819092,.3107,2.6914203,1.9048843,2,1.3260176,248,3,-.067153454,.69314718,.69314718,nicker,,,,,,,,,725.40002,.67380154,.2631579,,0,-.87271088,.60206002,.60206002,304,20,11,.05882353,.55000001,12,3.6600001,,,,,,,,,0,,,,,,,,,,0,,,,,46.42857,Matched (3),Middle School,Middle school,6,1,0,2,.78587687,0,102,0
89312,colonizer,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-3.2634177,2.9241531,-.80452907,-2.2312028,-3.055548,-2.7122197,1.3119414,-.36555022,-1.6947634,-3.0897799,-2.0809982,1.5930257,-.58153564,-1.3953294,50,0,0,0,4.8499999,4.1500001,12,9,4,2,4.52,0,2.6061885,0,2.3903902,1.6038543,2,.9813025,410,5,.82928926,.69314718,0,coloniser,,,,,,,,,,,,,0,,.30103001,.30103001,219,19,19,.019607844,1,9.8400002,3.6099999,,,,,,,,,0,,,,,.94038272,1.5047047,1.3192871,1.528169,1.2003589,362,2.8231072,.84335077,6,1,50,Matched (3),Elementary School,Elementary,9,3,1,1,.26724127,0,311,0
30571,abet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1442506,-.3709771,-.096057966,-2.2304702,.34536618,-2.6353128,-1.5875386,1.4391118,-1.9076086,-.50422633,-1.9298918,-.93871135,.27008098,-1.2109525,7.1428571,4,4,2,1.75,1.8,4,4,2,1,4.3899999,0,2.551141,.47139999,2.5664816,2.0809755,4,1.9288455,354,5,-.66478193,0,0,abet,792,.32352942,.81481481,619.13635,.050279275,-2.6286881,-1.0455792,-.88624609,854.59998,1.3539283,.13157895,2291,0,-.83779067,.77815127,.77815127,620,18,13,.098039217,.72222221,12.15,3.3099999,,,,,,,,,0,,,13,.68000001,.4494918,.721178,.63534403,.60757178,.63911366,0,,,,,7.1428571,Matched (3),Middle School,Middle school,4,0,1,0,.095428586,1,010,0
350203,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.72966307,1.5583376,-.75176716,-2.0068274,-.67823839,-.015586904,.069975838,-.30836144,-1.5087911,.34719783,.54156494,.53269988,-.55511433,-.83680427,0,0,0,0,3.25,3.3499999,8,7,3,3,7.71,1.4623981,4.3606095,.884,3.8095195,3.3747063,66,1.5928165,485,5,-1.2624104,.69314718,0,suburban,766.70966,.96875,.96551722,799,-.13521965,.63944936,.59583277,.32802907,,,,2261.4299,0,.75333542,1.9867717,2.071882,532,18,18,2.2941177,1,11.56,4.0599999,,,,,j,0,3.27,1.4,28,.93000001,.071428575,8,.86000001,2.1972864,2.177923,2.1829641,2.0521789,2.5758293,0,,,,,0,Matched (3),Middle School,Middle school,8,2,4,1,.87952095,0,241,0
125701,elderberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5212808,2.5226769,-.78875434,-1.7202767,-2.6629822,-2.9103916,.89491421,-.3351137,-1.2251596,-2.8779259,-2.2744358,1.221216,-.54904956,-1.0615637,7.1428571,0,0,0,4.75,4.4499998,10,8,4,2,3.4300001,0,2.3153777,.31549999,2.6334283,2.4167676,2,1.108023,211,4,2.0245461,.69314718,.69314718,elderberry,955.33331,.67741936,,,1.248292,-.83618331,,,,,,4463.5601,0,-.93299961,.84509802,1.1139433,411,20,18,.23529412,.89999998,11.28,4.0700002,,,,,,,,,0,,,8,.69,1.8079631,1.4294094,1.5056409,1.1233968,1.5406908,0,,,,,7.1428571,Matched (3),Middle School,Middle school,10,4,1,2,.85450059,0,412,0
267006,peril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5558904,-.059400704,-.57548457,-.33742183,.56955582,-.81859452,-1.3155291,.052737173,.32217422,.38534755,-.21962601,-.6721071,-.30903932,.58223403,0,1,6,0,1.95,1.85,5,5,2,1,6.9499998,.90309,3.6347017,.6455,3.5442052,3.2984595,36,1.9766848,476,5,-.36596769,1.0986123,1.6094379,peril,738.25928,.84375,.96428573,710.48151,-.34389669,.0063059172,-.21197537,.31810638,577.26471,-.32969144,.875,6390.75,0,.3479341,1.90309,1.9956352,444,18,17,1.9215686,.94444442,12.47,3.76,,,,,n,0,2.52,1.35,29,1,0,10,.75999999,2.0392151,1.8089548,1.8732713,2.0963333,1.7760412,0,,,,,0,Matched (3),Middle School,Middle school,5,0,4,4,.019447709,1,044,0
328668,shrewd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7513994,-.29642069,-.53840971,-1.486271,.0504921,-1.0663064,-1.4179497,.52442193,-.94049555,.52504617,-.48723692,-.86203212,-.24060144,-.42754665,0,1,8,1,1.95,1.65,6,4,1,1,5.6700001,.90309,3.4822826,.5783,3.6968153,3.1661472,49,1.8320643,493,5,-1.2624104,0,.69314718,shrewd,740.5625,.91428572,1,710.82141,-.32700309,.36357975,-.20887344,.60587186,647.42108,.14778371,.94999999,2424.8,0,.45509297,1.7993406,1.8633229,142,20,19,1.4117647,.94999999,11.37,2.79,,,,,j,0,1.92,.94999999,26,.95999998,.03846154,10,.72000003,1.6487972,2.2474303,1.9928057,2.0341599,1.7855839,0,,,,,0,Matched (3),Middle School,Middle school,6,1,4,2,.46074814,0,142,0
119711,dowdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8823211,-.3144556,.020003648,-.57028735,-1.1348188,-2.2804873,-1.5072219,2.4722364,.059306335,-1.7440135,-1.6563907,-.8907882,.50733918,.22698177,3.5714285,4,13,4,1.8,1.65,5,4,2,1,5.5300002,.30103001,2.7311273,.3996,2.7425728,2.4167676,5,1.529404,303,4,.38106787,1.3862944,1.3862944,dowdy,718.90479,.61764705,.93333334,737.78571,-.48585749,-1.1389389,.037199166,.068709448,722.30768,.58596987,.69999999,729.75,0,-.70543474,1.0791812,1.1139433,419,19,15,.23529412,.78947371,11.93,4.25,,,,,,,,,0,,,13,.85000002,1.0680937,1.0397053,1.0474499,.64767975,1.2636279,0,,,,,3.5714285,Matched (3),Middle School,Middle school,5,0,2,4,.33427081,0,024,0
237901,negligible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.7590334,2.5977111,-.66588801,-1.6860459,.22903433,-1.0783733,.9218806,-.15574153,-1.2864485,.10325717,-.49634239,1.3349587,-.42453098,-.60906494,0,1,0,0,4.0500002,4.25,10,9,4,2,7.0999999,1,3.4665265,.46579999,3.4217987,2.6250436,28,1.864657,485,5,-1.2624104,0,.69314718,negligible,902,.86666667,.84615386,803.68182,.85710424,.12238225,.63855845,-.63373369,,,,2814.22,0,.081298567,1.30103,1.3222193,159,18,18,.39215687,1,11.33,3.0899999,,,,,j,0,1.65,1.16,28,.93000001,.071428575,13,.66000003,1.9633975,2.0412068,2.0214093,2.1949785,2.0549195,706,2.1256421,.88782883,9,0,0,Matched (3),Middle School,Middle school,10,4,4,2,.32641473,0,442,0
255608,overact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28652,.75825936,-.60702741,-2.1570146,-.84726351,-4.6800771,-.54555935,-.26300299,-1.4206256,-1.4211941,-4.058341,-.060043693,-.46931809,-1.0486083,28.571428,0,0,0,2.5999999,2.25,7,6,3,2,3,0,.38087919,0,1.7860218,2.0017943,1,1.6114268,376,3,-1.2624104,.69314718,0,overact,731.84851,.97058821,.8888889,615.625,-.3909182,.64876014,-1.0776234,-.28939882,,,,4717.6699,,,.60206002,.69897002,389,18,18,.078431375,1,10.44,2.8099999,,,,,v,0,2.8099999,1.23,27,.95999998,.037037037,4,.67000002,1.6201861,1.2922466,1.365659,1.4200668,1.2999182,0,,,,,28.571428,Matched (3),Middle School,Elementary,7,1,0,2,.93811357,0,102,0
76715,castration,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.6981199,1.763523,-.70569539,-1.2482141,-2.353122,-2.041971,.34264797,-.30324647,-.56328827,-2.336844,-1.380005,.74771154,-.53482735,-.49530271,7.1428571,0,0,0,2.95,3.0999999,10,8,3,2,5.9699998,.47712126,2.8778088,.3021,2.4873002,2.7007644,3,1.173861,410,5,2.0245461,0,1.0986123,castration,930.64514,.93939394,1,805.40741,1.0672098,.49075657,.65430593,.60587186,,,,5973.3301,0,-1.1279395,1.2552725,1.39794,580,18,17,.47058824,.94444442,11.94,2.28,,,,,n,0,3.53,1.25,30,1,0,,,2.1829641,2.0289929,2.0636971,1.6546279,2.0404618,127,1.3896931,.76274812,6,1,7.1428571,Matched (3),Middle School,Middle school,10,4,2,3,.78863591,0,423,0
256688,oversensitive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9219329,-.019667568,-.54932445,-2.2420762,-3.9587061,-3.5247409,-1.2229819,-.012634128,-1.9281663,-3.8314729,-2.8258536,-.6863445,-.31959918,-1.4891208,60.714287,1,2,0,2.5,2.25,5,4,2,2,3.4300001,0,2.1517313,0,1.7860218,2.1479223,1,.75313634,186,3,-1.2624104,.69314718,0,oversensitive,,,,,,,,,,,,,0,,.84509802,.84509802,183,18,18,.11764706,1,10.22,3.1700001,,,,,j,0,2.1400001,1.22,30,.97000003,.033333335,,,1.868789,2.0036609,1.9608266,1.7607787,2.3789804,0,,,,,60.714287,Matched (3),Middle School,Elementary,13,4,0,0,.98094207,0,400,0
206987,loner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5002427,-.33679789,.52739859,-2.1689446,-.9628253,-1.9301809,-1.5436198,3.3209226,-1.6621612,-1.1115708,-1.2181147,-.91972619,1.1015433,-1.1795239,3.5714285,8,17,4,1.5,1.5,5,4,2,2,5.6599998,0,3.1676307,.51849997,2.6334283,3.5042214,3,1.5639285,393,4,.2316608,0,0,loner,689.71875,.94117647,1,569.30768,-.69993043,.49978539,-1.5003091,.60587186,576.44739,-.3633405,.94999999,7389,0,-.71725023,2.1271048,2.2013972,53,19,18,3.0980392,.94736844,9.8299999,3.6800001,,,,,n,0,3.3599999,1.28,28,1,0,10,.75,2.2126312,2.283941,2.2636983,2.5758293,2.2218077,0,,,,,3.5714285,Matched (3),Elementary School,Elementary,5,0,2,1,.55741066,0,021,0
91328,compulsiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1584506,.37659216,-.6708138,-2.1980288,-2.6756818,-3.7316134,-.80503356,-.21207803,-1.7243009,-3.2436311,-3.0869846,-.33976623,-.4780795,-1.3470968,50,0,2,0,2.75,1.9,7,5,2,2,3,0,1.8580004,0,2.0893602,1.6038543,1,1.1223822,180,3,-.067153439,.69314718,0,compulsiveness,,,,,,,,,,,,,0,,.30103001,.30103001,82,18,18,.019607844,1,11.44,3.0699999,,,,,n,0,1.79,1.08,29,1,0,,,2.5758293,2.2693977,2.3314483,2.3205249,2.1371529,0,,,,,50,Matched (3),Middle School,Middle school,14,4,0,1,.43380085,0,401,0
284721,preservation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-.97146946,2.5525072,-.74447173,-.55989939,-.35486361,-.15867151,.97018367,-.33646309,.22317721,.031592004,.43914035,1.3517337,-.56235248,.48594844,3.5714285,0,0,0,3.2,3.3499999,12,9,4,3,8.2299995,1.230449,4.1184692,.92070001,3.6748209,3.0510123,50,1.6842515,485,6,.82928926,1.0986123,1.3862944,preservation,847.27271,.94285715,.8214286,932.21741,.45569199,.50829822,1.8115573,-.8329559,,,,6540,0,.63478154,1.6532125,1.748188,525,19,19,1.0784314,1,10.95,2.8,,,,,n,0,2.3699999,1.15,27,1,0,8,.81,2.0155585,2.2922385,2.2029254,2.339767,2.2396369,2172,1.5223081,.91092986,7,0,3.5714285,Matched (3),Middle School,Elementary,12,4,4,4,.9872635,0,444,0
111327,detonate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6326995,1.0593053,-.6675002,-1.4302183,-1.1521691,-2.0148571,-.28762284,-.25313637,-.89770365,-2.1601617,-1.2959466,.22270453,-.4964883,-.49351388,7.1428571,0,1,0,2.55,2.3499999,8,7,3,2,7.7199998,.30103001,2.9311075,.12720001,2.2654514,3.3322082,1,1.5174018,271,4,-1.2624104,.69314718,.69314718,detonate,892.34998,.60606062,.85714287,926.20831,.78632349,-1.1976259,1.7567191,-.54519045,,,,5511,0,-1.804633,1.8864907,2.0293837,271,18,17,2.0784314,.94444442,10.06,2.95,,,,,v,0,3.1900001,1.27,28,.95999998,.035714287,12,.75999999,2.2040315,2.0844057,2.11483,2.1576843,1.6858838,0,,,,,7.1428571,Matched (3),Middle School,Elementary,8,2,2,2,.87962902,0,222,0
354062,swellfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4520755,-.71587372,.15060569,-1.6970812,-2.7315199,-4.9352078,-1.8121244,1.4953564,-1.1215305,-2.5203376,-4.3449297,-1.1803933,.55955106,-.91681635,78.571426,6,7,1,1.65,1.4,4,4,1,1,2.2,0,.38087919,0,1.7860218,1.6038543,3,1.103153,322,2,-.26636294,0,.69314718,swellfish,,,,,,,,,,,,,,,.30103001,.30103001,,20,3,.019607844,.15000001,10.33,5.1300001,,,,,,,,,0,,,,,-.853782,-.49180508,-.6020698,-.60052884,-.74453449,,,,,,78.571426,Matched (3),Middle School,Elementary,9,3,0,2,.16062734,0,302,0
219775,meringue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7147417,.51935399,-.75672048,-2.3405144,-2.7777193,-2.192126,-.66647202,-.20780109,-1.9644581,-3.1542344,-1.5039579,-.23796132,-.51813203,-1.601458,7.1428571,0,3,0,3.25,1.9,8,5,2,1,5.0999999,0,3.1626346,.26550001,2.5664816,2.8343031,3,1.0854387,162,4,1.1281035,0,0,meringue,963.45453,.62857145,.26923078,816.42859,1.3078592,-1.0836052,.75488377,-5.2822547,748.15997,.92259628,.69999999,6807.5698,0,-1.0871156,1.4623981,1.5314789,154,21,17,.64705884,.80952382,11.06,3.0899999,,,,,,,,,0,,,10,.69999999,1.5037146,1.242133,1.3020189,.89968914,1.5383755,0,,,,,7.1428571,Matched (3),Middle School,Elementary,8,2,2,0,.18455723,0,220,0
307354,revolutionize,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.589407,3.3068197,-.73939168,-1.1407671,-.3408207,-1.9612542,1.5966945,-.35385123,-.53616512,-1.0969715,-1.2272242,1.9037533,-.55790997,-.17707434,7.1428571,0,0,0,4.0500002,4.1500001,13,10,5,3,5.77,0,3.129842,.40709999,2.6334283,2.7007644,3,1.7241884,393,5,.53047502,.69314718,1.0986123,revolutionise,993.96667,.96774191,.96551722,799.46429,1.5316589,.63434321,.60006982,.32802907,,,,1884,0,-.82229787,1.4771212,1.4913617,205,21,20,.47058824,.95238096,11.85,3.05,,,,,,0,1.85,1.13,27,1,0,6,.70999998,1.8059697,2.2819531,2.0904524,2.0155585,2.2369504,0,,,,,7.1428571,Matched (3),Middle School,Middle school,13,4,2,3,.2005536,0,423,0
92100,condescend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.341783,2.4346609,-.70204961,-.92635512,-2.5040379,-2.7086408,.82338017,-.32563403,-.32914808,-1.7188324,-2.0189383,1.2279286,-.52307266,-.090460658,7.1428571,0,0,0,3.4000001,4.6999998,10,9,3,3,4.1900001,.60206002,2.2442021,.2899,2.3903902,2.5332732,1,1.1129127,419,5,-.96359617,.69314718,1.3862944,condescend,968.86206,.90625,.77777779,842.42859,1.3475223,.32287765,.99215633,-1.1846695,,,,5424.5601,0,-1.2707808,1.230449,1.230449,660,20,20,.3137255,1,11.8,3.04,,,,,v,0,1.5,.63999999,29,.97000003,.034482758,16,.58999997,2.1804612,2.4033403,2.3372042,2.1804612,2.3748255,0,,,,,7.1428571,Matched (3),Middle School,Middle school,10,4,1,3,.6799615,0,413,0
252846,orthopedics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5593302,6.1926951,-.81087273,-2.725632,-4.6910901,-2.9649761,4.0144649,-.44117686,-2.4510059,-4.6111999,-2.3453124,4.1384649,-.61515635,-2.1144588,50,0,0,0,6.5,8.5500002,16,16,6,3,4.1999998,0,2.3894794,.0977,2.4873002,1.9048843,3,.52996337,134,4,2.0245461,0,0,orthopaedics,,,,,,,,,,,,,0,-1.6181957,.60206002,.60206002,147,18,18,.05882353,1,11.39,3.6500001,,,,,n,0,3.54,1.2,28,1,0,13,.25999999,1.5044162,2.0894563,1.8789318,1.7892288,2.2157466,0,,,,,50,Matched (3),Middle School,Middle school,11,4,1,0,.98006296,0,410,0
88036,cod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0673294,-1.0966247,3.5915787,-2.0384035,-1.5291586,-2.9781799,-2.3584783,13.905014,-1.1864693,-.82944238,-2.7840965,-1.5523251,5.2584419,-.87883759,17.857143,27,48,19,1,1,3,3,1,1,9.3400002,.77815127,.38087919,.87400001,3.8527882,1.3016658,51,1.3721505,485,4,1.725732,0,0,cod,707.55554,.79411763,.93103451,616.14813,-.56910157,-.24508937,-1.0728493,.050186757,579.91431,-.35911539,.875,2902.5,,.79205906,0,0,,21,20,2.2352941,.95238096,11.5,4.1399999,,,,,n,0,4.6100001,1.1,28,1,0,4,.70999998,2.5758293,1.9290682,2.02371,1.6306806,1.989313,,,,,,17.857143,Matched (3),Middle School,Middle school,3,0,1,2,.59898716,0,012,0
369005,transplantation,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-2.4573982,4.2570114,-.78621411,-1.7113147,-3.2721753,-1.7762378,2.4988616,-.38230017,-1.2314615,-2.7680831,-1.1329916,2.7316504,-.59543979,-.93536812,7.1428571,0,0,0,4.8499999,5.3000002,15,13,4,3,6.6199999,0,3.2656746,.35049999,2.9022737,2.257067,6,.90252048,345,5,1.1281035,0,.69314718,transplantation,,,.96296299,784.73077,,,.46561369,.30744845,,,,5302.5,0,-.58628094,.90309,.95424253,399,18,16,.15686275,.8888889,11.5,2.78,,,,,n,0,3.48,1.42,27,.93000001,.074074075,6,.69999999,1.7160448,1.6903211,1.6973809,1.5380703,1.6659956,490,2.2877047,.77393353,6,1,7.1428571,Matched (3),Middle School,Middle school,15,4,3,2,.60145545,0,432,0
36690,airlock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5846677,.6155777,-.71681249,-2.3775103,-3.8112972,-2.1002178,-.65588659,-.24630333,-2.0211713,-4.3511724,-1.3840688,-.2069162,-.5157243,-1.7602419,14.285714,0,1,0,2.9000001,2.8,7,5,2,2,6.3299999,0,3.3558512,0,2.0893602,2.9362929,1,.80021232,192,4,1.4269178,0,0,airlock,686.51514,.97058821,1,620.51721,-.72342819,.64876014,-1.0329777,.60587186,635.51428,.046659298,.875,1710.67,0,,1.39794,1.6334685,,19,18,.82352942,.94736844,11.61,5.1399999,,,,,,,,,0,,,,,2.1902699,1.9756066,2.0221786,2.3272917,1.6398591,0,,,,,14.285714,Matched (3),Middle School,Middle school,7,1,2,0,.048458312,1,120,0
161302,groundwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0341403,2.2492697,-.81589735,-1.3229069,.90499735,-1.4270545,.64597762,-.33104947,-.86540741,.26470226,-.73919159,1.0125322,-.5671981,-.42827961,0,0,0,0,4.0999999,4.75,10,8,2,2,6.0100002,.47712126,3.4760485,.51459998,3.0893602,2.6830356,18,2.0764337,437,5,.82928926,0,1.0986123,groundwork,761.87097,.93939394,1,652.20691,-.1707103,.49075657,-.74378169,.60587186,641.27026,.11596412,.92500001,2486,0,-.21992682,1.3617278,1.3802112,443,22,22,.4509804,1,12.18,3.25,,,,,n,0,2.8199999,1.5599999,29,.97000003,.034482758,8,.76999998,2.2062225,2.2572424,2.241987,2.3291571,2.5758293,0,,,,,0,Matched (3),Middle School,Middle school,10,4,3,3,.20476905,0,433,0
184491,initiate,1,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.3133938,1.3363847,-.69549125,.16276662,.81792164,-.47260365,-.15985824,-.29877499,.92378306,.4064939,.17859563,.38841346,-.51063639,1.0785997,0,0,0,0,2.25,2.8499999,8,7,4,2,8.04,.69897002,3.8337386,.84509999,3.4959004,3.5358205,41,2.026999,485,6,.53047502,1.3862944,2.0794415,initiate,839.53333,.88235295,.96296299,727.0769,.39892539,.20183554,-.060527947,.30744845,,,,3582.5701,0,.41572791,2.1430149,2.2329962,397,18,18,3.3333333,1,10.17,3.49,,,,,v,0,2.71,1.24,28,1,0,12,.56,2.1474404,2.3862479,2.3149326,2.305768,2.2276537,162,3.0173266,.72473741,5,1,0,Matched (3),Middle School,Elementary,8,2,4,4,.074751452,1,244,0
222985,midrange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1676526,-.5328536,-.43993929,-2.3065243,-.43393695,-2.8402781,-1.6458559,.198908,-1.9993124,-1.7662734,-2.097934,-1.0969262,-.17910829,-1.3583065,67.85714,2,2,0,1.9,1.6,5,3,1,2,4.48,0,2.8387611,0,2.0893602,2.257067,1,1.7465873,269,3,-.96359617,0,0,midrange,,,,,,,,,,,,,0,,.95424253,.95424253,,18,17,.15686275,.94444442,11.18,2.9400001,,,,,n,0,2.46,1.26,29,.97000003,.034482758,,,1.7916348,1.4931421,1.5524342,1.7017301,1.4683838,0,,,,,67.85714,Matched (3),Middle School,Middle school,8,2,1,0,.57196492,0,210,0
331967,skeptic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9022965,3.1927741,-.79654568,-2.5221751,-.5968895,-2.5170217,1.4605136,-.36159852,-2.1740797,-2.0020261,-1.6548562,1.7293274,-.58623683,-1.5646431,60.714287,0,0,0,5,4.6999998,12,9,4,3,4.3600001,0,3.129842,0,1.7860218,2.7177978,1,1.6744097,317,5,.2316608,0,0,sceptic,795.88,.7352941,.96153843,864.35999,.078738227,-.5430392,1.1922994,.29597023,611.93939,-.15752783,.89999998,3356.3301,0,-1.4101208,1.4623981,1.50515,418,19,18,.49019608,.94736844,11.17,2.8299999,,,,,,0,2.3099999,1.49,26,1,0,10,.75,1.8555795,2.2832816,1.9814972,1.7978616,2.2157466,0,,,,,60.714287,Matched (3),Middle School,Elementary,7,1,2,0,.31164196,0,120,0
162648,gush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4944632,-.90592062,.82241529,-.072486877,-1.3522149,-1.7682502,-2.0479474,4.8900647,.66176927,-.87601662,-1.1329607,-1.3517433,1.6155441,.72342736,0,10,13,7,1.4,1.3,4,3,1,1,6.0900002,0,2.9861844,.73519999,3.1307528,2.871026,12,1.4414123,437,5,-.067153454,1.9459101,1.6094379,gush,764.17242,.82857144,1,576.79309,-.15382966,-.070575736,-1.4319983,.60587186,667.87878,.16497338,.89473683,2163.3301,0,-.021525403,1.5563025,1.5682018,318,19,19,.70588237,1,10,2.75,,,,,v,0,3.3800001,1.47,26,1,0,12,.62,2.2083857,2.0392151,2.0788851,1.9650972,2.0441625,0,,,,,0,Matched (3),Middle School,Elementary,4,0,3,4,.96022201,0,034,0
223163,migraine,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-2.2696414,.8067891,-.74054217,-2.2462108,-2.1552331,-1.6165302,-.46145079,-.26109794,-1.7060512,-2.3952537,-.9479056,-.011971864,-.53548658,-1.4612783,3.5714285,0,1,0,2.8499999,2.7,8,6,2,1,6.4099998,.30103001,3.2952223,.384,2.7425728,3.2850955,6,1.2406226,294,5,1.725732,0,0,migraine,814.38708,.93939394,1,728.33331,.21448344,.49075657,-.049062125,.60587186,612.71051,.018835584,.97500002,4768,0,-.72272897,1.8750613,1.9822712,575,19,19,1.862745,1,10,3.04,,,,,n,0,3.2,1.45,30,1,0,12,.70999998,2.1902699,2.5758293,2.436234,2.1217895,2.3672669,239,.70861959,.73175019,6,1,3.5714285,Matched (3),Middle School,Elementary,8,2,3,1,.75562382,0,231,0
185433,insincere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9185951,1.9193186,-.73721015,-2.3306842,-.95999682,-2.3459785,.42390907,-.31299967,-1.9495046,-1.1388111,-1.6885564,.83378744,-.5407092,-1.3326055,0,0,0,0,3.6500001,3.8499999,9,8,3,2,5.5999999,0,2.7839997,.2033,2.6334283,2.5332732,5,1.5599891,419,4,-1.2624104,0,0,insincere,1012.037,.84375,.91666669,878.81818,1.6642009,.0063059172,1.3242429,-.065581031,,,,7899.3799,0,-1.1238616,1.20412,1.230449,366,18,18,.3137255,1,11.17,3,,,,,j,0,1.76,.82999998,29,1,0,10,.76999998,2.1902699,1.942078,1.9988016,2.0732217,1.8844806,0,,,,,0,Matched (3),Middle School,Elementary,9,3,2,0,.16849308,0,320,0
279978,pornographic,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-2.2824607,3.1979451,-.72561163,-2.3296108,-2.0151987,-1.6264622,1.5410619,-.34466892,-2.0034628,-1.9336604,-.8954798,1.8973718,-.56593955,-1.3454434,3.5714285,0,0,0,3.9000001,4.5999999,12,11,4,3,7.02,0,3.3658564,.44420001,2.7425728,3.2004514,6,1.2473748,274,5,-1.2624104,0,0,pornographic,990.75,.94117647,1,867.81482,1.5080652,.49978539,1.2238277,.60587186,,,,2568.73,0,-.65948164,1.7853298,1.8976271,148,20,20,1.5294118,1,12.25,2.49,,,,,j,0,2.71,1.36,28,1,0,12,.85000002,2.5758293,2.3997166,2.4370942,2.5758293,2.5758293,324,1.209504,.72904056,5,1,3.5714285,Matched (3),Middle School,Middle school,12,4,3,0,.95705849,0,430,0
183339,inexperience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4408352,3.5034361,-.60297757,-2.2678406,.2887001,-1.8447179,1.7768925,-.15963201,-1.704159,.0036048859,-1.1957167,2.1172333,-.41794562,-1.1263921,0,1,0,0,3.95,4.9000001,12,12,4,3,5.8000002,.47712126,3.1243889,.53740001,2.8675115,2.5332732,7,1.8909726,476,4,.53047502,0,0,inexperience,849.8125,.94117647,.96428573,798.70367,.4743208,.49978539,.5931285,.31810638,,,,5467.73,0,-.43845984,1.230449,1.230449,405,19,19,.3137255,1,11.16,3.0999999,,,,,n,0,1.83,.88999999,29,1,0,,,2.5758293,2.1664996,2.2408164,2.3035131,1.956484,0,,,,,0,Matched (3),Middle School,Elementary,12,4,3,1,.2397483,0,431,0
