target_word,frequency_awl,complexity_awl,proximity_awl,diversity_awl,polysemy_awl,strata,stem,correct_response,response_b,response_c,response_d,_merge,target_n
gumbo,-1.924482,-1.130899,.38425121,-3.98806,-.2290304,24,"During Mardi Gras, one of the most popular dishes to enjoy is a steaming pot of GUMBO.",broth,sushi,pizza,pastry,Matched (3),1
gumbo,-1.924482,-1.130899,.38425121,-3.98806,-.2290304,24,"The chef is famous for his delicious GUMBO, a dish that combines various spices and seafood.",soup,pie,casserole,smoothie,Matched (3),2
gumbo,-1.924482,-1.130899,.38425121,-3.98806,-.2290304,24,"At the family gathering, everyone savored the hearty bowl of GUMBO.",stew,salad,dessert,sandwich,Matched (3),3
heckle,-2.972322,-1.241866,.63807422,-.79170609,-.8503564,113,"The fans started to HECKLE the opposing team from the stands, making it hard for the players to focus.",harass,encourage,silence,listen,Matched (3),1
heckle,-2.972322,-1.241866,.63807422,-.79170609,-.8503564,113,"It is considered rude to HECKLE a speaker during their presentation, as it can throw them off and disturb the audience.",jeer,compliment,whisper,concentrate,Matched (3),2
heckle,-2.972322,-1.241866,.63807422,-.79170609,-.8503564,113,"During the comedian's performance, some audience members began to HECKLE him, disrupting the show.",taunt,applaud,ignore,praise,Matched (3),3
heroin,-.46049181,-.96431422,.31694669,-3.16364,-1.678611,141,Health officials are concerned about the surge in HEROIN addiction among teenagers.,narcotic,caffeine,medication,snacks,Matched (3),1
heroin,-.46049181,-.96431422,.31694669,-3.16364,-1.678611,141,The rising number of overdoses in the city has been attributed to the increase in HEROIN use.,narcotic,aspirin,vitamin,beverage,Matched (3),2
heroin,-.46049181,-.96431422,.31694669,-3.16364,-1.678611,141,Law enforcement agencies are ramping up efforts to combat HEROIN trafficking across the state.,narcotic,contraband,produce,documents,Matched (3),3
hieroglyphic,-2.7388,1.743057,-.37601879,-.89305788,-.2375336,414,"Archeologists discovered a HIEROGLYPHIC inscription inside the pyramid, providing clues about its construction.",symbolic,simple,temporary,blank,Matched (3),1
hieroglyphic,-2.7388,1.743057,-.37601879,-.89305788,-.2375336,414,The ancient Egyptians used a complex system of HIEROGLYPHIC symbols to write on temple walls.,pictorial,numeric,modern,auditory,Matched (3),2
hieroglyphic,-2.7388,1.743057,-.37601879,-.89305788,-.2375336,414,"To understand the ancient HIEROGLYPHIC text, the researcher studied several old scripts and symbols.",emblematic,verbal,novel,incomplete,Matched (3),3
horticultural,-1.854432,-.73360699,-.2615549,-1.926352,-1.680624,431,The university offers a variety of HORTICULTURAL programs to teach students about plant cultivation and garden management.,gardening,historical,mathematical,musical,Matched (3),1
horticultural,-1.854432,-.73360699,-.2615549,-1.926352,-1.680624,431,The HORTICULTURAL society held a flower show that attracted garden enthusiasts from all over the city.,gardening,literary,athletic,industrial,Matched (3),2
horticultural,-1.854432,-.73360699,-.2615549,-1.926352,-1.680624,431,"She pursued a HORTICULTURAL career, focusing on landscape design and plant care.",gardening,technical,medical,artistic,Matched (3),3
illusionist,-2.8522689,.95325023,-.3273052,-4.0830188,-1.594017,411,"As an experienced ILLUSIONIST, she was able to create the perfect distraction to pull off her trick.",conjurer,performer,musician,sculptor,Matched (3),1
illusionist,-2.8522689,.95325023,-.3273052,-4.0830188,-1.594017,411,The ILLUSIONIST captivated the audience with his mind-bending tricks and sleights of hand.,magician,actor,dancer,painter,Matched (3),2
illusionist,-2.8522689,.95325023,-.3273052,-4.0830188,-1.594017,411,"The young boy aspired to become an ILLUSIONIST, fascinated by the mysterious world of magic.",trickster,scientist,writer,athlete,Matched (3),3
indelicate,-3.2068291,.70149249,-.29936731,-2.4164979,-.95933622,412,His attempt at humor was considered INDELICATE and offended many people at the dinner.,improper,amusing,polished,intelligent,Matched (3),1
indelicate,-3.2068291,.70149249,-.29936731,-2.4164979,-.95933622,412,The sudden and INDELICATE comment she made left everyone in the room speechless.,tactless,humorous,heartfelt,friendly,Matched (3),2
indelicate,-3.2068291,.70149249,-.29936731,-2.4164979,-.95933622,412,"In a moment of INDELICATE honesty, he revealed what he truly thought about his boss's proposal.",insensitive,delightful,articulate,vague,Matched (3),3
jag,-4.1214519,-2.1945961,12.20553,-2.702574,.15818051,4,"After the emotional JAG of crying, Sofia felt exhausted but relieved.",outburst,interlude,sequence,event,Matched (3),1
jag,-4.1214519,-2.1945961,12.20553,-2.702574,.15818051,4,Emily went on a shopping JAG and came back with bags full of clothes.,spree,routine,project,schedule,Matched (3),2
jag,-4.1214519,-2.1945961,12.20553,-2.702574,.15818051,4,"After a three-day JAG of playing video games, Marcus finally decided to go outside and get some fresh air.",spree,break,period,task,Matched (3),3
jovial,-1.832177,-.6918866,.3572045,-.83017749,-1.879122,130,Sarah's JOVIAL nature always brightens up the room.,cheerful,angry,solemn,confused,Matched (3),1
jovial,-1.832177,-.6918866,.3572045,-.83017749,-1.879122,130,"His JOVIAL laugh echoed through the hallways, making people smile.",merry,serious,dull,timid,Matched (3),2
jovial,-1.832177,-.6918866,.3572045,-.83017749,-1.879122,130,The JOVIAL atmosphere of the party made everyone feel welcome and happy.,festive,tense,somber,quiet,Matched (3),3
krill,-2.2394321,1.261026,-.34873489,-4.1432748,-2.2134731,20,"The arctic waters are teeming with KRILL, which serves as a primary food source for many marine animals.",crustaceans,fish,corals,shells,Matched (3),1
krill,-2.2394321,1.261026,-.34873489,-4.1432748,-2.2134731,20,Whales often feed on vast swarms of KRILL in the ocean.,shrimp,algae,plankton,seaweed,Matched (3),2
krill,-2.2394321,1.261026,-.34873489,-4.1432748,-2.2134731,20,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,small shrimp,sea plants,large fish,underwater mammals,Matched (3),3
larval,-2.038965,-1.004505,.41066369,-3.3829,-1.021612,122,"In the aquarium, the fish are in their LARVAL form, requiring special care and feeding.",immature,developed,ancient,final,Matched (3),1
larval,-2.038965,-1.004505,.41066369,-3.3829,-1.021612,122,"The scientific study focused on the LARVAL stage of butterflies, an essential period before they become adults.",juvenile,mature,ancient,complete,Matched (3),2
larval,-2.038965,-1.004505,.41066369,-3.3829,-1.021612,122,The biologist emphasized the vulnerability of marine organisms during their LARVAL phase.,early,sophisticated,stagnant,last,Matched (3),3
lethal,-.7158286,-1.0112211,-.24656171,-.34009531,-1.909003,140,Handling the unknown chemical without proper gear could result in LETHAL consequences.,life-threatening,trivial,inconsequential,irrelevant,Matched (3),1
lethal,-.7158286,-1.0112211,-.24656171,-.34009531,-1.909003,140,The detectives found that the suspect used a LETHAL dose of poison in the crime.,fatal,ineffective,harmless,beneficial,Matched (3),2
lethal,-.7158286,-1.0112211,-.24656171,-.34009531,-1.909003,140,"The spider's bite proved to be LETHAL to its prey, causing it to die within minutes.",deadly,mild,soothing,annoying,Matched (3),3
leukemia,-1.097963,.1438029,-.31665069,-4.2865329,-2.0527489,240,"The doctor informed the patient that they had LEUKEMIA, which would require immediate treatment.",blood cancer,pneumonia,diabetes,hypertension,Matched (3),1
leukemia,-1.097963,.1438029,-.31665069,-4.2865329,-2.0527489,240,"Despite the PLAINNESS of the dress, it had a certain elegance that captivated everyone.",simplicity,extravagance,colorfulness,intricacy,Matched (3),2
leukemia,-1.097963,.1438029,-.31665069,-4.2865329,-2.0527489,240,"LEUKEMIA is a type of illness that affects the blood and bone marrow, often requiring complex treatment.",blood cancer,influenza,bronchitis,migraine,Matched (3),3
leukemia,-1.097963,.1438029,-.31665069,-4.2865329,-2.0527489,240,"Research teams are tirelessly working to find a cure for LEUKEMIA, a devastating illness.",blood cancer,arthritis,eczema,asthma,Matched (3),4
leukemia,-1.097963,.1438029,-.31665069,-4.2865329,-2.0527489,240,"The artist's work was known for its PLAINNESS, focusing on the subject without any distractions.",simplicity,vibrancy,detail,richness,Matched (3),5
leukemia,-1.097963,.1438029,-.31665069,-4.2865329,-2.0527489,240,The PLAINNESS of the room made it feel cold and uninviting.,simplicity,brightness,complexity,warmth,Matched (3),6
lonesomeness,-4.5216379,-1.353377,-.1599735,-1.475298,-1.621555,401,"After moving to a new city, Sarah often felt an overwhelming sense of LONESOMENESS.",solitude,excitement,adventure,contentment,Matched (3),1
lonesomeness,-4.5216379,-1.353377,-.1599735,-1.475298,-1.621555,401,The old cabin in the woods was filled with an air of LONESOMENESS after the family moved out.,isolation,chaos,warmth,noise,Matched (3),2
lonesomeness,-4.5216379,-1.353377,-.1599735,-1.475298,-1.621555,401,"During the long winter nights, the shepherd kept the wolves at bay but couldn't escape the LONESOMENESS.",seclusion,boredom,excitement,companionship,Matched (3),3
loquacious,,,,,,,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,quiet,shy,polite,Using only (2),1
loquacious,,,,,,,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,sleepy,stubborn,hungry,Using only (2),2
loquacious,,,,,,,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,silent,hesitant,indifferent,Using only (2),3
maintain,1.227385,-.53492612,-.2935206,1.317452,1.158138,244,"To win the championship, the team had to MAINTAIN their lead throughout the game.",uphold,lose,change,sell,Matched (3),1
maintain,1.227385,-.53492612,-.2935206,1.317452,1.158138,244,The engineer assured that they would MAINTAIN the bridge to prevent any accidents.,preserve,neglect,destroy,construct,Matched (3),2
maintain,1.227385,-.53492612,-.2935206,1.317452,1.158138,244,It is crucial to MAINTAIN a healthy diet to ensure long-term fitness.,sustain,disrupt,initiate,conclude,Matched (3),3
maser,-2.793901,1.335739,-.33237791,-2.6734631,-2.029043,10,Researchers have utilized a MASER to improve the accuracy of space communication systems.,device,protocol,field,experiment,Matched (3),1
maser,-2.793901,1.335739,-.33237791,-2.6734631,-2.029043,10,The MASER technology has greatly advanced our ability to amplify microwave signals with high precision.,amplifier,recorder,generator,filter,Matched (3),2
maser,-2.793901,1.335739,-.33237791,-2.6734631,-2.029043,10,The development of the MASER in the 1950s was a significant milestone in the field of quantum electronics.,invention,obstacle,trend,hypothesis,Matched (3),3
maser,-2.793901,1.335739,-.33237791,-2.6734631,-2.029043,10,The soldier's GALLANTRY on the battlefield earned him a prestigious medal.,bravery,clumsiness,hesitation,fear,Matched (3),4
maser,-2.793901,1.335739,-.33237791,-2.6734631,-2.029043,10,The knight's tale was a story of GALLANTRY and nobility.,heroism,deception,recklessness,weakness,Matched (3),5
maser,-2.793901,1.335739,-.33237791,-2.6734631,-2.029043,10,Her GALLANTRY in facing the difficult situation was admired by everyone in the community.,courage,confusion,frustration,uncertainty,Matched (3),6
mediator,-1.3964241,.1506812,-.30773479,-.77936947,-1.792081,231,"During the heated debate, the MEDIATOR helped both sides come to a compromise.",arbitrator,contender,observer,speaker,Matched (3),1
mediator,-1.3964241,.1506812,-.30773479,-.77936947,-1.792081,231,The corporation hired an outside MEDIATOR to manage the labor disputes and ensure a peaceful resolution.,intermediary,employee,contractor,supervisor,Matched (3),2
mediator,-1.3964241,.1506812,-.30773479,-.77936947,-1.792081,231,A skilled MEDIATOR can often resolve conflicts more effectively than a confrontational approach.,negotiator,competitor,participant,judge,Matched (3),3
misspent,-3.0503819,.126407,-.2478219,-2.6606159,-1.4000469,212,"The funds provided for the charity were unfortunately MISSPENT, leading to a shortage of resources.",wasted,amplified,generated,preserved,Matched (3),1
misspent,-3.0503819,.126407,-.2478219,-2.6606159,-1.4000469,212,She felt that her talents were MISSPENT in a job that didn't challenge her creatively.,squandered,developed,nurtured,respected,Matched (3),2
misspent,-3.0503819,.126407,-.2478219,-2.6606159,-1.4000469,212,The politician’s term in office was criticized as being MISSPENT due to lack of significant policies.,misused,celebrated,shortened,extended,Matched (3),3
mousy,-2.6498239,-1.435003,.89446092,-1.124418,-.3272649,13,"Despite her talent, Lily often felt overshadowed as her more outspoken friends considered her too MOUSY to make an impact.",timid,confident,creative,loud,Matched (3),1
mousy,-2.6498239,-1.435003,.89446092,-1.124418,-.3272649,13,Jake's MOUSY demeanor in the meetings led his colleagues to underestimate his capabilities.,shy,assertive,aggressive,talkative,Matched (3),2
mousy,-2.6498239,-1.435003,.89446092,-1.124418,-.3272649,13,Her MOUSY appearance at the party made it easy for her to blend into the background.,quiet,fashionable,vibrant,eccentric,Matched (3),3
mulishness,-4.8308201,-1.0847991,10.08358,-1.616565,.66707069,404,The project's failure was attributed to the manager's MULE stubborn refusal to consider alternative strategies.,stubbornness,kindness,expertise,compassion,Matched (3),1
mulishness,-4.8308201,-1.0847991,10.08358,-1.616565,.66707069,404,Her MULE refusal to compromise strained relationships within the team.,intransigence,generosity,cooperation,unpredictability,Matched (3),2
mulishness,-4.8308201,-1.0847991,10.08358,-1.616565,.66707069,404,"Despite numerous logical arguments, her MULE stubbornly refused to change its path due to its MULE-LIKE MANNER.",obstinacy,curiosity,flexibility,enthusiasm,Matched (3),3
newsgroup,-3.0395761,1.509396,-.1684902,-3.9820509,-.53684568,313,Alex spent hours each day reading posts and engaging in discussions on the NEWGROUP related to his favorite hobby.,forum,article,journal,newsletter,Matched (3),1
newsgroup,-3.0395761,1.509396,-.1684902,-3.9820509,-.53684568,313,"In order to get updates from experts in the field, Maria subscribed to a popular NEWGROUP.",forum,magazine,broadcast,blog,Matched (3),2
newsgroup,-3.0395761,1.509396,-.1684902,-3.9820509,-.53684568,313,The company's marketing team decided to promote their latest product on a technology NEWGROUP.,forum,report,presentation,broadcast,Matched (3),3
opulence,-2.3709819,.075805902,-.27608979,-1.408294,-1.456144,222,"Despite the city's economic challenges, the downtown area was a beacon of OPULENCE and prosperity.",wealth,poverty,decay,neutrality,Matched (3),1
opulence,-2.3709819,.075805902,-.27608979,-1.408294,-1.456144,222,The palace's grandeur and OPULENCE were apparent in every gilded room and ornate hall.,luxury,simplicity,cleanliness,modesty,Matched (3),2
opulence,-2.3709819,.075805902,-.27608979,-1.408294,-1.456144,222,"The OPULENCE of the banquet left all the guests in awe, with its lavish decorations and sumptuous food.",extravagance,scarcity,harmony,enthusiasm,Matched (3),3
oxbow,-3.584527,.34657359,3.9361429,-4.413981,-.77629578,3,"An OXBOW lake was formed when the river changed its course, leaving behind an isolated, curved body of water.",loop,spring,tributary,fjord,Matched (3),1
oxbow,-3.584527,.34657359,3.9361429,-4.413981,-.77629578,3,"The river carved out an OXBOW over centuries, creating a unique u-shaped bend.",meander,cliff,waterfall,delta,Matched (3),2
oxbow,-3.584527,.34657359,3.9361429,-4.413981,-.77629578,3,"The dramatic OXBOW in the river was a favorite spot for photographers, capturing the natural beauty of its sweeping curves.",bend,ridge,island,plateau,Matched (3),3
oxygenate,-3.4121029,.76135862,-.3207399,-3.1469271,-2.2305739,300,,,,,,Master only (1),1
paranoid,-.83828598,.0072689001,.3343578,-1.888139,-.88213903,243,His PARANOID behavior caused him to install multiple security cameras around his home.,distrustful,calm,content,exuberant,Matched (3),1
paranoid,-.83828598,.0072689001,.3343578,-1.888139,-.88213903,243,"Because he was PARANOID, he always thought his coworkers were talking behind his back.",suspicious,carefree,confident,joyful,Matched (3),2
paranoid,-.83828598,.0072689001,.3343578,-1.888139,-.88213903,243,"The doctor assured her that there was nothing to worry about, but she remained PARANOID.",fearful,relaxed,cheerful,indifferent,Matched (3),3
perkiness,-3.8704841,-1.010304,2.112375,-3.2778621,-.82512653,303,"Thanks to the coffee, Mark's PERKINESS returned, making him much more productive at work.",energy,exhaustion,boredom,irritation,Matched (3),1
perkiness,-3.8704841,-1.010304,2.112375,-3.2778621,-.82512653,303,"Despite the early hour, Sarah's PERKINESS brightened everyone's spirits at the morning meeting.",cheerfulness,sadness,laziness,anger,Matched (3),2
perkiness,-3.8704841,-1.010304,2.112375,-3.2778621,-.82512653,303,"The puppy's PERKINESS was contagious, causing everyone at the park to smile.",liveliness,lethargy,confusion,aggression,Matched (3),3
phosphorescent,-2.686379,2.129241,-.3576476,-1.421068,-2.32178,410,The artist used a PHOSPHORESCENT paint that made the artwork visible even in complete darkness.,luminous,opaque,matte,dull,Matched (3),1
phosphorescent,-2.686379,2.129241,-.3576476,-1.421068,-2.32178,410,The jellyfish glowed with a PHOSPHORESCENT light that illuminated the dark ocean.,glowing,dim,flickering,dark,Matched (3),2
phosphorescent,-2.686379,2.129241,-.3576476,-1.421068,-2.32178,410,The PHOSPHORESCENT markings on the insect's body made it easily identifiable during night-time field research.,radiant,subdued,shadowy,bleak,Matched (3),3
plainness,-3.040781,-.1642835,11.12313,-2.5562191,-.2049838,314,,,,,,Master only (1),1
predictor,-1.421664,.088023998,-.27627951,-2.082128,-.7265473,333,Analysts believe that consumer confidence is a reliable PREDICTOR of spending habits.,gauge,segment,measure,driver,Matched (3),1
predictor,-1.421664,.088023998,-.27627951,-2.082128,-.7265473,333,The results of this study are seen as a strong PREDICTOR of future economic trends.,indicator,component,participant,outcome,Matched (3),2
predictor,-1.421664,.088023998,-.27627951,-2.082128,-.7265473,333,The scientist emphasized that the gene could be a critical PREDICTOR of the disease.,sign,cause,treatment,factor,Matched (3),3
prior,.88622171,-1.584538,-.098242998,1.053866,-.36258131,43,She had no PRIOR experience in the field but quickly learned the necessary skills.,earlier,significant,formal,urgent,Matched (3),1
prior,.88622171,-1.584538,-.098242998,1.053866,-.36258131,43,He had a PRIOR engagement and could not attend the meeting.,previous,special,casual,tentative,Matched (3),2
prior,.88622171,-1.584538,-.098242998,1.053866,-.36258131,43,The regulations require that any changes be approved by the committee PRIOR to implementation.,before,along,regarding,despite,Matched (3),3
privy,-1.381842,-1.287394,-.17536791,-.98187321,-.1097499,34,She was not PRVY to the confidential information discussed in the meeting.,aware,opposed,capable,reliant,Matched (3),1
privy,-1.381842,-1.287394,-.17536791,-.98187321,-.1097499,34,"As a trusted advisor, he was PRVY to many personal secrets of the royal family.",confided,close,indifferent,responsible,Matched (3),2
privy,-1.381842,-1.287394,-.17536791,-.98187321,-.1097499,34,Only senior members of the team are PRVY to the details of the new project.,informed,assigned,interested,prejudiced,Matched (3),3
proportionate,-1.646377,1.445199,-.3325581,.27366021,-.44431701,433,The amount of water used should be PROPORTIONATE to the number of plants in the garden.,corresponding,excessive,minimal,random,Matched (3),1
proportionate,-1.646377,1.445199,-.3325581,.27366021,-.44431701,433,Her salary increase was PROPORTIONATE to her contribution to the project.,equivalent,irrelevant,minor,unexpected,Matched (3),2
proportionate,-1.646377,1.445199,-.3325581,.27366021,-.44431701,433,The punishment should be PROPORTIONATE to the crime to ensure fairness.,commensurate,unrelated,unjust,heavy,Matched (3),3
protrusion,-2.84198,.47545919,-.31331891,-3.8400431,-.86186528,413,The rock had a small PROTRUSION that tripped several hikers.,bulge,indentation,groove,crack,Matched (3),1
protrusion,-2.84198,.47545919,-.31331891,-3.8400431,-.86186528,413,"Due to the PROTRUSION on the wall, hanging the painting perfectly flat was a challenge.",bump,hole,mark,artwork,Matched (3),2
protrusion,-2.84198,.47545919,-.31331891,-3.8400431,-.86186528,413,The PROTRUSION on the surface of the table made it difficult to write smoothly.,lump,depression,stain,design,Matched (3),3
qualified,.42407101,.075604998,.96425962,.33706129,1.049781,344,Only those with at least five years of experience are considered QUALIFIED for this senior position.,eligible,eager,relieved,busy,Matched (3),1
qualified,.42407101,.075604998,.96425962,.33706129,1.049781,344,"The surgeon was widely regarded as one of the most QUALIFIED in the hospital, specializing in rare procedures.",skilled,tired,confused,curious,Matched (3),2
qualified,.42407101,.075604998,.96425962,.33706129,1.049781,344,"After years of study and practice, she finally felt QUALIFIED to lead the complex project.",competent,interested,anxious,puzzled,Matched (3),3
quibble,-2.0304689,-.88050032,-.26396489,-1.0137841,-.43154579,123,"During the meeting, John tended to QUIBBLE over minor details instead of focusing on the main issue.",bicker,agree,laugh,comply,Matched (3),1
quibble,-2.0304689,-.88050032,-.26396489,-1.0137841,-.43154579,123,We shouldn't QUIBBLE about the cost when the overall quality is what really matters in the project.,argue,celebrate,predict,hesitate,Matched (3),2
quibble,-2.0304689,-.88050032,-.26396489,-1.0137841,-.43154579,123,The lawyer's tendency to QUIBBLE over insignificant points annoyed the judge and the jury.,nitpick,accept,applaud,abandon,Matched (3),3
ravishing,-2.368639,-.090618499,.3565619,-1.276878,-.67593253,323,"Her performance as Juliet was RAVISHING, leaving the audience in awe.",enchanting,disappointing,ordinary,lengthy,Matched (3),1
ravishing,-2.368639,-.090618499,.3565619,-1.276878,-.67593253,323,The countryside view was so RAVISHING that we stopped frequently to take pictures.,breathtaking,dull,confusing,temporary,Matched (3),2
ravishing,-2.368639,-.090618499,.3565619,-1.276878,-.67593253,323,The bride looked absolutely RAVISHING in her elegant white gown.,stunning,plain,frugal,tiresome,Matched (3),3
readership,-1.804208,.4270142,.31258231,-2.4449971,-1.973892,430,Her CAREFREE attitude towards life often made her the center of attention at gatherings.,subscribers,printers,editors,revenue,Matched (3),1
readership,-1.804208,.4270142,.31258231,-2.4449971,-1.973892,430,Her CAREFREE attitude towards life often made her the center of attention at gatherings.,followers,articles,contributors,format,Matched (3),2
readership,-1.804208,.4270142,.31258231,-2.4449971,-1.973892,430,Her CAREFREE attitude towards life often made her the center of attention at gatherings.,audience,staff,budget,equipment,Matched (3),3
reassert,-2.339967,-.2306108,-.29090121,-.56720769,-2.0211029,220,"After the initial confusion, the leader quickly moved to REASSERT his authority over the team.",reaffirm,question,enhance,diminish,Matched (3),1
reassert,-2.339967,-.2306108,-.29090121,-.56720769,-2.0211029,220,"In her closing argument, she aimed to REASSERT the main points to ensure the jury understood her stance.",emphasize,neglect,confuse,decorate,Matched (3),2
reassert,-2.339967,-.2306108,-.29090121,-.56720769,-2.0211029,220,The company had to REASSERT its commitment to sustainability after facing severe public criticism.,reiterate,ignore,resolve,modify,Matched (3),3
reparation,-2.445926,.13727389,-.1043145,-2.0322931,.1304138,424,The company committed to REPARATION for the harm caused by its harmful pollution over the years.,restitution,disruption,celebration,introduction,Matched (3),1
reparation,-2.445926,.13727389,-.1043145,-2.0322931,.1304138,424,"After the extensive damage caused by the hurricane, the government promised financial REPARATION to the affected communities.",compensation,negligence,appointment,ceremony,Matched (3),2
reparation,-2.445926,.13727389,-.1043145,-2.0322931,.1304138,424,"As part of the peace treaty, the aggressor nation agreed to make significant REPARATION to the countries it had invaded.",amends,decoration,exclusions,maneuvers,Matched (3),3
residency,-1.0924129,.297961,-.1147114,-1.484846,-.80103987,343,He completed a two-year artist RESIDENCY that allowed him to work on his painting without financial worries.,fellowship,hiatus,trip,job,Matched (3),1
residency,-1.0924129,.297961,-.1147114,-1.484846,-.80103987,343,Her RESIDENCY at the university enabled her to conduct independent research.,tenure,journey,break,employment,Matched (3),2
residency,-1.0924129,.297961,-.1147114,-1.484846,-.80103987,343,"After graduating from medical school, she began her RESIDENCY at a major hospital in Boston.",training,vacation,seminar,excursion,Matched (3),3
respiratory,-.3473022,1.51974,-.1570998,-1.827666,-1.921657,440,The pollution in the city has adverse effects on RESPIRATORY health.,breathing,vision,skin,muscular,Matched (3),1
respiratory,-.3473022,1.51974,-.1570998,-1.827666,-1.921657,440,"As part of the physical exam, the nurse checked the patient's RESPIRATORY rate.",breathing,heart,blood,bone,Matched (3),2
respiratory,-.3473022,1.51974,-.1570998,-1.827666,-1.921657,440,The doctor diagnosed the patient with a severe RESPIRATORY infection.,breathing,digestive,circulatory,skeletal,Matched (3),3
revealer,-3.548661,-.21713629,.34346351,-3.526083,-.29340589,203,The magician amazed the audience by being the REVEALER of the secret behind the trick.,discloser,participant,observer,contestant,Matched (3),1
revealer,-3.548661,-.21713629,.34346351,-3.526083,-.29340589,203,The archaeologist was thrilled to be the REVEALER of the ancient tomb's hidden treasures.,unveiler,guard,explorer,visitor,Matched (3),2
revealer,-3.548661,-.21713629,.34346351,-3.526083,-.29340589,203,"In her speech, the whistleblower became the REVEALER of the company's fraudulent activities.",exposer,announcer,defender,admirer,Matched (3),3
samarium,-4.881928,.65956962,-.3002333,-4.672986,-2.054909,200,The scientists discovered that SAMARIUM could be used to create more powerful magnets.,rare-earth metal,tool,sample,method,Matched (3),1
samarium,-4.881928,.65956962,-.3002333,-4.672986,-2.054909,200,"Due to its capacity to absorb neutrons, SAMARIUM is often utilized in control rods for nuclear reactors.",material,design,structure,calculation,Matched (3),2
samarium,-4.881928,.65956962,-.3002333,-4.672986,-2.054909,200,"After the completion of the nuclear reactor, the engineers analyzed the role of SAMARIUM in the reactor's efficiency.",element,device,experiment,formula,Matched (3),3
sandstone,-1.5469379,.2602098,-.31058109,-2.054074,-1.921051,330,,,,,,Master only (1),1
scald,-2.6992359,-1.525347,1.29459,-2.331425,.80656302,14,The nurse warned the patient that the extremely hot compress might SCALD his skin.,blister,soothe,cleanse,soften,Matched (3),1
scald,-2.6992359,-1.525347,1.29459,-2.331425,.80656302,14,"Be careful when pouring the boiling water, or you might SCALD yourself.",burn,injure,annoy,splash,Matched (3),2
scald,-2.6992359,-1.525347,1.29459,-2.331425,.80656302,14,The chef quickly learned that it was easy to SCALD the milk if he wasn't attentive.,overheat,stir,cool,smell,Matched (3),3
screenwriting,-3.3355429,.0088336999,-.26634029,-3.0004599,-.78850579,403,His passion for SCREENWRITING began when he watched his first classic film and imagined writing his own someday.,scriptwriting,acting,painting,sculpting,Matched (3),1
screenwriting,-3.3355429,.0088336999,-.26634029,-3.0004599,-.78850579,403,"SCREENWRITING requires a unique set of skills, different from those needed for writing novels or short stories.",scriptwriting,cooking,gardening,decorating,Matched (3),2
screenwriting,-3.3355429,.0088336999,-.26634029,-3.0004599,-.78850579,403,Sarah decided to take a course in SCREENWRITING to enhance her ability to create captivating movie scripts.,scriptwriting,drawing,singing,dancing,Matched (3),3
scrubwoman,-4.7836251,1.176652,-.30636829,-1.54872,-1.224812,402,The SCRUBWOMAN worked diligently to ensure that the office floors were spotless by morning.,cleaner,secretary,manager,designer,Matched (3),1
scrubwoman,-4.7836251,1.176652,-.30636829,-1.54872,-1.224812,402,The company's new SCRUBWOMAN was very efficient at handling the nightly cleaning duties.,custodian,technician,analyst,operator,Matched (3),2
scrubwoman,-4.7836251,1.176652,-.30636829,-1.54872,-1.224812,402,"As the SCRUBWOMAN went about her tasks, she silently hummed a cheerful tune.",janitor,accountant,supervisor,receptionist,Matched (3),3
seer,-2.3000319,-2.234185,5.6484151,-1.226426,-.32464051,23,Legends spoke of a SEER who could reveal the hidden truths of the universe.,visionary,warrior,scholar,merchant,Matched (3),1
seer,-2.3000319,-2.234185,5.6484151,-1.226426,-.32464051,23,The SEER was consulted to predict the outcome of the king's battle plan.,prophet,soldier,leader,artist,Matched (3),2
seer,-2.3000319,-2.234185,5.6484151,-1.226426,-.32464051,23,The villagers sought guidance from the SEER before making important decisions.,oracle,farmer,captain,musician,Matched (3),3
sexist,-1.278107,-.62240058,-.0820399,-2.145349,-.92341328,132,Her colleagues accused her of being SEXIST after she made derogatory comments about men's abilities.,prejudiced,thoughtful,curious,humble,Matched (3),1
sexist,-1.278107,-.62240058,-.0820399,-2.145349,-.92341328,132,The legislation aimed to address SEXIST practices in the workplace.,biased,innovative,popular,routine,Matched (3),2
sexist,-1.278107,-.62240058,-.0820399,-2.145349,-.92341328,132,The manager's remarks about female employees were considered SEXIST by the entire office.,discriminatory,complimentary,encouraging,indifferent,Matched (3),3
shallows,-2.393662,-.66908282,-.23383801,-1.003582,-.1288913,224,The marine biologist studied the ecosystems in the SHALLOWS near the shore.,shallows,cliffs,trenches,fields,Matched (3),1
shallows,-2.393662,-.66908282,-.23383801,-1.003582,-.1288913,224,She carefully navigated her boat through the SHALLOWS to avoid getting stuck.,shallows,open sea,whirlpool,current,Matched (3),2
shallows,-2.393662,-.66908282,-.23383801,-1.003582,-.1288913,224,The children enjoyed playing in the SHALLOWS by the lake where the water was only ankle-deep.,shallows,depths,rapids,waves,Matched (3),3
shiftless,-2.5975051,-.1079961,-.2794365,-.3383114,-1.748387,311,The manager noticed that Tom's SHIFTLESS attitude was affecting the team's productivity.,unmotivated,hardworking,relaxed,confident,Matched (3),1
